map	sentences	rate	ABCD	W	X	Y	Z
13-b.png	右手にセブンイレブンを見ながら前進し3本目の交差点を右折、その次の交差点を左折、右側のニトリのあるブロックの奥側の角になります。	2.942857143	A	0	1	1	1
13-b.png	セブンイレブン前正和ビル付近の■位置から南池袋公園方向にあるニトリ付近、大通り側角が●位置です。	1.514285714	A	0	1	0	1
13-b.png	現在地とセブンイレブンの間の道をセブンイレブンを右に見て進む。##進んだ先の十字路を右折。##道なりに進み、十字路を直進。##大きな通りを向かい側に渡り左に進む。##ハローワークとキュープラザの間の道をキュープラザを右に見て進む。##大きな交差点を渡った次のT字路の角##マツモトキヨシニトリの隣り	3.314285714	A	0	1	1	1
13-b.png	ドーミーインの近くのセブンイレブンの向かいをスタートして、3本めの大きな交差点を右へまがり、ニトリのビルのある高架下の交差点を左に曲がったブロックの角です。	2.228571429	A	0	1	1	1
13-b.png	向かいにセブンイレブンのあるこの道を左に進み、一本目の十字路を右折してください。しばらく進むと高速が高架になっている大通りに出るので、そこを左折してください。付近に歩道橋があるので向こう側へ渡りキュープラザのある方向へ進んでください。しばらく進むと大きな十字路の右前方にニトリが見えます。十字路をニトリ側へ横断しニトリを過ぎた右手が目的地です。	2.971428571	A	0	1	1	1
13-b.png	目の前の正和ビルとセブンイレブンの間の道を東池袋公園方面に歩きます。公園を超えた一つ目の交差点を右に曲がり、高速の高架下にある次の交差点を左に曲がり、右手に見えるニトリを超えたあたりが目的地です。	3.114285714	A	0	1	1	1
13-b.png	右側に東池袋公園が見える道を直進し、ヴィクトリア手前の交差点を左折。高架下を抜けてニトリ前を左折したニトリの先が目的地。	2.914285714	A	0	0	1	1
13-b.png	正和ビルより、東京電子専門学校のある方向に直進し、高速道路下を横断し、ファミリマートがある手前の時点で左に曲がり直進する。ニトリビルの先の建物。	2.914285714	A	0	1	1	1
13-b.png	道を挟んでセブンイレブンの前と通り、高速高架をくぐったところのローソン角を左折。ニトリの先、となり角。	2.4	A	0	0	1	1
13-b.png	セブンイレブンと正和ビルの間の道を東池袋公園の方向に進みます。公園を過ぎたT字路をそのまま直進し、右前方にヴィクトリアのある次の道路を右折します。次の交差点でサントロベ側に渡り、左折したら道路を渡り、ニトリを過ぎたブロックの右側角が目的地です。	3.114285714	A	0	1	1	1
13-b.png	道を挟んだセブンイレブンを見て左方向に進みます。##そのまま道なりに進み、右側に第四北越銀行が見える大通りに出たら右に曲がります。##高速道路の下をくぐったら左に曲がり、ニトリを過ぎたT字路の右側が目的地です。	3.114285714	A	0	1	1	1
13-b.png	東池袋公園を右手に見ながら直進し、大通りに出たら右折する。高速道路の下を通りすぎてすぐ、ニトリ側に左折し、ニトリを通り過ぎてすぐの角が目的地です。	2.914285714	A	0	1	1	1
13-b.png	セブンイレブンの方向に向かって進み、次の四つ辻を東電の方向に向かって大通りまで進んで左折し、十字路をさらに進んでニトリを超えたところの右手側	2.2	A	0	1	1	1
13-b.png	■からドーミーインが見える方に向かって進み、T字路に出たらそこを右折します。##まっすぐ進んでサンシャイン60の横を通り過ぎたら道路を横断します。##右側にニトリが見えるので、その手前のところが●になります。##	2.942857143	A	0	1	1	1
13-b.png	セブンイレブンに背を向けて、東池袋公園の前の道を進みます。交差点に着いたら、ビクトリアと第四北越の間の道を進み高速道路の下の道に着いたら反対側に渡ります。左手のニトリ沿いに歩き、ニトリを越えた後の角付近が目的地です。	2.428571429	A	0	1	1	1
13-b.png	ドーミーインのある角で右に曲がって直進し、ファミリーマートの角で右に曲がって第四北越銀行を通過してください。マツモトキヨシ、ニトリの建物の隣が目的地です。	2.914285714	A	0	0	1	1
13-b.png	ヤマダ電機を右手にまっすぐ進み東京スター銀行をこえパリミキの店舗の交差点を左折、まっすぐ進み高速とぶつかる交差点をニトリ側に右折、ニトリの並びをこえたところ	2.285714286	A-	0	1	1	0
13-b.png	スタート地点から正和ビルとセブンイレブンの間の道を東池袋公園の方へ進んでいき、ヴィクトリアの近くで大通りに合流します。大通りをそのまま進んでいき、最初の交差点で右側に見えるニトリの左隣にある地点が目的地です。	2.914285714	A	0	1	1	1
13-b.png	現在地とセブンイレブンの間の通りをセブンイレブンを右手に進み、最初の十字路を右折します。真っ直ぐ進み、高速道路のある通りに出たら、左手の歩道橋を渡ります。高速道路を左手に見ながら進み、右手のニトリの先が目的地です。	3.4	A	0	1	1	1
13-b.png	セブンイレブンを正面に見て立ち左を向いて直進、2つ目の十字路を右折して高速道路をくぐって大通りを横断して左折、ニトリを通り過ぎた角が目的地	3.342857143	A	0	1	1	1
13-b.png	セブンイレブンを正面に見て左側に進む、東池袋公園を通り過ぎ、次の交差点を右に進む、サントロペのある交差点を左折し、ニトリの隣の場所。	3.028571429	A	0	1	1	1
13-b.png	目の前のセブンイレブンを右手に道をまっすぐ進み、右側の東池袋公園を通り過ぎて大通りに出たら右折。ガード下をくぐったら左折しニトリを右手に通り過ぎ最初の右角。	3.057142857	A	0	1	1	1
13-b.png	ドーミーインのある方向の道に出て右に曲がる。そのままずっと真っ直ぐ行くと首都高下の道まで行く。反対側にニトリがあって、ニトリの左隣。	2.628571429	A	0	0	1	1
13-b.png	正和ビルを後ろに前にセブンイレブンを見て左手に進みます。一つ目の交差点を右折し直進して行くと右側に東京電子専門学校が見えますのでそのまま直進し高架下をくぐり高架に沿って左折します。そのまま直進し右手にキュープラザを越えサントロペを越えニトリを越えた次の交差点の手前ニトリ側が目的地です	2.685714286	A	0	1	1	1
13-b.png	??とセブンイレブンの間の道路をウイングホテルの方向に進み、ウイングホテルのある交差点を左に曲がります。そのまま直進し、ローソンのある交差点を高速道路高架を過ぎてから左手前に曲がり、高速道路高架沿いにしばらく直進し、ニトリの隣が目的地??です。	3	A	0	1	1	1
13-b.png	すぐ近くのセブンイレブンを右手に見つつ直進、3つ目の交差点で右折し、次の交差点を横断してから左折。右手に見えるニトリを通り過ぎた先の、最初の交差点手前の角が目標地点	2.971428571	A	0	1	1	1
13-b.png	現在地からセブンイレブンを見て左に向かって下さい。ヴィクトリアを通り過ぎると道路が合流しますが、そのまま進み、高速道路をくぐりながら右に曲がるとニトリの手前に目的地があります。	3.2	A	0	1	1	1
13-b.png	公園が見える方向へ進んでもらうと少し大きめの道路に出ます。そこから高架がみえる方向へ進んでもらって高架沿いの道路に出ると道路を横断するとニトリが見えるのでその方向へ進んでもらったらニトリを越してすぐに目的地があります。	2.914285714	A	0	0	1	1
13-b.png	ドーミーインがある方へ進み道路に出る。左へ曲がりしばらく進み、東電がある交差点で高速道路の方へ進む。高速道路が通っている広い道に出たら、左に曲がる。広い道をキュープラザ、サントロペ、ニトリがある側を進む。ニトリがある区画内の広い道路に面した角地が目的地です。	2.428571429	A	0	0	1	1
13-b.png	最寄りのセブンイレブンに向かって左に進みます。第四北越銀行とビクトリアの間の道を右に進み高速道路をくぐります。左折して、ニトリとヴィクトリアの間の道を進みます。ニトリのブロックの角の交差点に目的地があります。	3.171428571	A	0	1	1	1
13-b.png	正和ビルとセブンイレブンとの間の通りをセブンイレブンを右側に見て前に進み、突き当りを右に進み、次の突き当りを右に折れたらニトリの手前	2.6	A	0	1	1	1
13-b.png	■からセブンイレブンを正面に見て左に曲がります。東池袋公園を右手に見ながら大通りまで進み、右に曲がります。大通り（上に高速がある）を渡りすぐ左に曲がります。ニトリを通り過ぎてすぐに●があります。	3.057142857	A	0	1	1	1
13-b.png	正和ビルとセブンイレブンの間の通りを第四北越銀行方面に向かい、第四北越銀行の角を右に曲がり次の角を左に曲がり、ニトリを超えた所が目的地	3	A	0	0	1	1
13-b.png	■から高速道路に向かい、ぶつかったら高速に沿って左折していき、多くの高速が交差しているところで潜って反対側に出る。	1.828571429	A	0	1	1	0
13-b.png	通を東池袋公園方面へ直進し、大通りを右折し、交差点を渡り左折し、ニトリの先のところ	2.257142857	A	0	0	1	1
14-a.png	右手にエルプレスを見る感じに右に進む、そのまま道なりで大きな道に出る、そこを渡れればまっすぐわたりそのまま進む。左にビックカメラがあり右に西口公園があるのでの中に入り、ぎっぐカメラを左に見る感じに立ち、左の建物から2番目の建物が目的地	2.542857143	A	0	1	1	1
14-a.png	通りをエルブレスへ向かい、道なりに真っ直ぐ進む。東武会館と西口公園の間を右に曲った最初の小路の角	2.914285714	A	0	0	1	1
14-a.png	エルブレスの入っているビルを左に見ながらキンコーズまでまっすぐ進んでください。大きな交差点に出ます。大きな交差点を渡ると左にビッグカメラ、右に西口公園が見えてくるので、西口公園側に右に曲がってください。右側には東武会館があります。東武会館を右に見ながらまっすぐ進んだ次のビルが目的地です。	2.457142857	A	0	1	1	1
14-a.png	JR池袋駅を背に東部デパートの方向から西口公園に。##西口公園の対面。エソラ、東武会館の間。	1.8	A	0	0	0	1
14-a.png	エルプレスとウェストパークの間の道を駅の大通り方面に行きます。大通りを横切り、ビックカメラの前を通り過ぎ、東武会館の角を右に曲がります。その道沿いの一ブロック先の左側が目的地です。西口公園があります。	2.885714286	A	0	0	1	1
14-a.png	ウエストーパークとキンコーズの間の通りを抜けて、大通りを渡りビックカメラ方面に進むと右手に西口公園が見えます。交差点を公園方向に右折し、しばらく進むと東武会館裏の西口公園側に目的地があります。	2.971428571	A	0	0	1	1
14-a.png	エルプレスとウエストパークの間を通って小さな交差点を直進したら大通りに出ます。少しズレた十字路のほぼ正面の太い道に入ると大通りとの三差路に出る手前の右に小道があるので入ってください。左側の二件目が目的地です。	2.314285714	A	0	0	1	1
14-a.png	JR池袋駅前東部デパート前広場を東部会館を左に見て直進、1つ目の東口公園の手前路地を左折、一つ目路地の次の区画。	2.171428571	A-	0	1	1	1
14-a.png	アタリヤとエルブレスの間の道、ウエストパークとキンコーズの間の道を西口公園の方へ進んでいき、西口公園と東武会館の間の道に着いたところで右折します。その道の左側、東武会館の一つ先、西口公園の向かいにある建物が目的地です。	3.371428571	A	0	0	1	1
14-a.png	エルプレスを左、アタリヤを右に見て前進します。キングコーズを越して大きな通りを横断すると、左にビックカメラ、右に西口公園が見えてきます。西口公園の向かいに東部会館がありますので、その隣の建物が目的地となります。	3.685714286	A	0	1	1	1
14-a.png	エルプレスとアタリヤの間の通りを直進し、池袋駅からの大通りを渡り、西口公園の角を右に曲がった先のところ	2.571428571	A	0	0	1	1
14-a.png	エルプレスという建物まで進んだら交差点を渡り、大通りに出るまでまっすぐ歩いていきます。大通りを渡り、斜めの道を進んでいくと西口公園とビッグカメラが両サイドにあるところに突き当たるため、右手の細い道を進んでいき二つ目の建物が目的地となります。西口公園の向かい側です。	2.914285714	A	0	0	1	1
14-a.png	エルブレスとアタリヤの間の道をエルブレスが左手に見える方向へ直進する。ビックカメラを過ぎたら、東武会館の手前を右折する。その通りを直進し、最初に左へ入る道を過ぎてすぐの左側。	3.142857143	A	0	0	1	1
14-a.png	■からアタリヤが見える方へ歩き、ウエストパークとキンコースの間の道を歩くと、大通りに出ます。##そのまままっすぐ、ビックカメラと西口公園の間の道をまっすぐ進んで、##東武会館の手前の交差点を右折し、最初のT字路にあるのが●です。##	3	A	0	1	1	1
14-a.png	■印からエルブレスを左手に見ながら直進、左手にビックカメラがある辺りから少し先の東武会館の手前の道を右折し、最初の交差点を過ぎた左地点	2.914285714	A	0	1	1	1
14-a.png	T字路を背にしてエルブレスとアタリヤのある道をまっすぐ進んでいくと左手にビックカメラ、右手に西口公園が出てくる。すぐ目の前には東武会館があるので西口公園側の方に曲がり東武会館を過ぎてすぐの場所、右手にその場所がある	2.8	A	0	1	1	1
14-a.png	エルブレス、ウエストパークが見える十字路を池袋駅前の東武百貨店のある方向にまっすぐ進み、西口公園が見える角を右に進み、すぐ左手に見える曲がり角手前の建物	3	A	0	0	1	1
14-a.png	エルプレスを左手に見ながら直進、左手にキンコーズがある太い道との交差点をそのままさらに直進。右手に西口公園が見えてくる。西口公園の端あたりまで進むと三叉路になっているので、西口公園側に右折する。公園と道を挟んで対面に目的地があります。	3.171428571	A	0	1	1	1
14-a.png	エルプレスとウエストパークの間の道をエルプレスを左に見て進む。##交差点を直進すると大きな通りに出るので、道路を渡って向かい側の途中から広くなっている道に入る。##右側は西口公園。最初の角を右折して2軒目。東部会館のとなり。	2.885714286	A	0	1	1	1
14-a.png	キンコーズとウエストパークの間の道を通り、ビックカメラと西口公園の間の道を抜ける。その先の東武会館を左手にした横のビルである。	2.828571429	A	0	0	1	1
14-a.png	左手にエルプレス、右手にウェストパークを見ながら前進し、三つ目の交差点を右に曲がった2ブロック目の左手になります。	2.971428571	A	0	0	1	1
14-a.png	西口公園の中央付近から東武デパートのある方向を見て、##横の通りを挟んで真正面。縦の通りを挟んで東武会館の右隣に##丸印の地点はあります。	2.142857143	A-	0	1	0	0
14-a.png	右手にアタリヤ、左手にエルプレスのある道を進むと、駅の見える大きな通りに出る。およそ直進方向にある大きな道を進む。最初の角を右曲がって、少し進んだ左角の建物。公園の向かいです。	2.914285714	A	0	0	1	1
14-a.png	ウエストパークとキンコーズの間を通りすぎて道を渡りそのまま直進。左手のビックカメラを通り越したら右に曲がって小道を渡れば到着地。向かいには西口公園がある。	2.742857143	A	0	0	1	1
14-a.png	エルブレスを左手に見ながら大通りまで出る。池袋駅方面に直進し、東武会館の手前の角を曲がり、西口公園の向かい側の一角が目的地です。	2.885714286	A	0	1	1	1
14-a.png	西口公園と池袋駅東武、東武会館とエソラの中心部にあります	1.371428571	A	0	0	0	1
14-a.png	まずエルプレスがある方の道路へ出てください。##次にキンコーズやウエストパークがある道路の方へ進んでください。それらを通り過ぎると大通りがあるので、それを渡ってその方向へ進んでください。すると西口公園やビッグカメラが見えてきます。西口公園を内側にして右へ曲がってください。そして2つ目のブロックの西口公園の向かい側が目的地です。	3.057142857	A	0	1	1	1
14-a.png	■のビルからエルプレスを左手に見ながら池袋駅方面に進む、右手の西口公園先の交差点を右折し、左手東武会館先のT十字先のビル	3.114285714	A	0	1	1	1
14-a.png	女子学生会館がある方へ進んで、女子学生会館の前まで行く。そこで左に曲がり進む。広い通りを渡って東京芸術劇場の前まで進む。そこから左に曲がって最初の交差点を右に曲がり西口公園とビックカメラの間を進む。その後、最初の角を右に曲がる。西口公園がある区画と東部会館がある区画に接した区画内の西口公園に近い側が目的地です。	2.485714286	A	0	0	1	1
14-a.png	左手に得るプレス、キンコーズ、右側にウエストパクがある路地を進むと今度は左側にビッグカメラ、右側に西口公園が見えてきますが見えてきます、東武会館が見えたら右折すると到着です。	2.542857143	A	0	0	1	0
14-a.png	ウエストパークとキンコーズの間から、東武会館のほうを見てビッグカメラと西口公園の間の道を通って東武会館の手前でルミネ方向に進んで、一つ目のＴ字路の角にあります。	3.114285714	A	0	1	1	1
14-a.png	エルプレスとアタリヤの間の道を池袋駅へ向かって歩き左手にキンコーズ、右手にウエストパークを見ながら十字路を横断、東武会館に突き当たったら右折し細い道路を左手に見て２つ目のビルが目的地	3.085714286	A	0	0	1	1
14-a.png	エルブレスとアタリアの間の通りをエルブレスを左側に見て前に進み、ビックカメラの先を東武会館側に右折して左側	2.542857143	A	0	1	1	1
14-a.png	エルブレスからウエストパークを右に見ながら池袋駅前の大通りを渡り、西口公園のほうへ右の路地を入ると左への路地があるのでその角です。	2.285714286	A	0	1	1	1
14-a.png	エルプレスを左手側にして立ち、左手側にキンコーズが見えるまでまっすぐ進む。##大きな通りが出たら反対側にわたり、ビックカメラを通り過ぎるまで進む。##東武会館が見えたらその手前側の道を右に曲がる。##右手に西口公園が見えて、一つ目の左手の角の奥側が目的の地点。	2.8	A	0	1	1	1
14-a.png	ウエストパークの方に向かって進み、交差点を渡って西口公園方向に進む。東武会館が見えたら右に曲がり、一つ目の曲がり角の奥、角の建物	3.057142857	A	0	0	1	1
14-a.png	駅前の大通りに向かって直進し、芸術劇場とビックカメラの間の道を、西口公園の角を右折する。公園向かい、東部会館の次のブロック。	2.628571429	A	0	0	1	1
14-a.png	アタリヤとエルプレスの間の通りをウエストパーク方面に進むと大きな通りに出るので、横断してそのまま進みます。右手に西口公園、左手にビックカメラを見ながら進み、東武会館のあるブロックの手前を右折します。西口公園を右手に見ながら進み、左手の2ブロック目が目的地です。	3	A	0	0	1	1
14-a.png	今いる場所からエルプレス沿いの道路をキンコーズのある方向へ進みます。キンコーズに接する大通りを渡り、ビックカメラと西口公園の間の道を直進し、東武会館手前で右折し、最初の路地に接していて、西口公園が向かいにある場所が目的の場所です	2.885714286	A	0	1	1	1
14-a.png	エルプレスがある交差点をウエストパークがある方面へ行き、大通りを渡ってビックカメラを背にして歩き西口公園前がある角を曲がったひとつめの角です。	2.628571429	A	0	0	1	1
14-b.png	ロイヤルホテルを右後方にして前にしばらく進み、東武会館と西口公園の間の通りに入ると、東武会館の一つ先にある。	2.771428571	A	0	1	1	1
14-b.png	スタート地点とセブンイレブンの間の道を池袋駅の方へ進んでいくと東武会館が見えるので、東武会館とその右側にある西口公園の間の道に入っていきます。その道の左側、東武会館の入っている建物の次の建物が目的地です。	3.085714286	A	0	1	1	1
14-b.png	JR池袋駅前の東武デパートへ向かってください。東武デパートを背にして見ると正面に東武会館が見えます。東武会館裏に細い路地があるので、その道を西口公園方向へ向かってください。突き当りがT字路になっていて、突き当たったちょうど左手角地が目的地です。	2.828571429	A	0	0	1	1
14-b.png	ホテルロイヤルを背後に小道を池袋駅ロータリーまで直進。マクドナルドを右斜め前に見ながら東武会館を正面に見て分けられた右側の道に入ると、東武会館のすぐ裏のブロックが目的地。	3.2	A	0	1	1	1
14-b.png	右手にロイヤルホテルが見える方向に進み、大通りに出ます。TSUTAYAが左手、ファミリーマートが右手に見える方向に直進し、池袋駅を目指します。池袋駅を反対側に抜けて、東京芸術劇場手前の道を左折すると、左側にビックカメラが見えます。東武会館手前を西口公園側に右折、西口公園が右手側に見えるとき、左手側が目的地です。	3.342857143	A	0	1	1	1
14-b.png	ロイヤルホテル方向に進み、交差点に出たら左折する。ファミリーマートを右手に見ながら直進し、池袋駅に着いたら左折、SBI新生銀行、ビックカメラを右手に見ながらマクドナルドのある場所まで行く。マクドナルドを背にして直進、西口公園に向かう。東武会館のあるブロックの次のブロック、西口公園の正面の場所。	2.714285714	A	0	0	1	1
14-b.png	駅が見える方向へ進んでもらうと大きな駅と東武会館の間の道へ入ってもらって次の道を駅を背に歩いてもらうと公園の向かいに目的地があります。	2.314285714	A	0	0	1	1
14-b.png	セブンイレブンを左手に見ながら池袋駅方向に直進、左手に東武デパートを見ながら進み、右手の東武会館のブロックを超えた角を右折、左手すぐのブロックの奥側の角になります。	3.285714286	A	0	1	1	1
14-b.png	池袋駅に向かって歩き、池袋駅に突き当たったら##駅から西口公園に向かって歩き、西口公園の東武側向かいが丸印の目的地	2.771428571	A	0	0	1	1
